country,year,sex,age,suicides_no,population,suicides/100kpop,country-year,gdp_for_year,gdp_per_capita,generation,popNorma
Cyprus,2010,1,4,9,107241,8.39,Cyprus2010,"25,562,251,656",32477,4,0.0024418024489294998
Cyprus,2010,1,2,4,67097,5.96,Cyprus2010,"25,562,251,656",32477,5,0.0015253760443800215
Cyprus,2010,2,2,3,64577,4.65,Cyprus2010,"25,562,251,656",32477,5,0.0014678482808421407
Cyprus,2010,2,4,4,119200,3.36,Cyprus2010,"25,562,251,656",32477,4,0.002714808212480895
Cyprus,2010,2,5,1,79168,1.26,Cyprus2010,"25,562,251,656",32477,2,0.0018009385974219892
Cyprus,2010,2,3,0,69866,0.0,Cyprus2010,"25,562,251,656",32477,4,0.001588588098838907
Cyprus,2010,2,1,0,45354,0.0,Cyprus2010,"25,562,251,656",32477,6,0.0010290164560450448
Cyprus,2010,2,6,0,26570,0.0,Cyprus2010,"25,562,251,656",32477,2,0.0006002063329118892
Cyprus,2010,1,1,0,47682,0.0,Cyprus2010,"25,562,251,656",32477,6,0.0010821611518848013
Cyprus,2011,1,4,12,108755,11.03,Cyprus2011,"27,427,161,523",34249,4,0.002476364764007417
Cyprus,2011,1,5,8,77047,10.38,Cyprus2011,"27,427,161,523",34249,3,0.001752519396444273
Cyprus,2011,1,6,2,19308,10.36,Cyprus2011,"27,427,161,523",34249,2,0.0004344259286213773
Cyprus,2011,1,2,3,67311,4.46,Cyprus2011,"27,427,161,523",34249,5,0.0015302613385852224
Cyprus,2011,2,6,1,25937,3.86,Cyprus2011,"27,427,161,523",34249,2,0.0005857559065946358
Cyprus,2011,2,4,3,122543,2.45,Cyprus2011,"27,427,161,523",34249,4,0.0027911238130789644
Cyprus,2011,2,5,1,80672,1.24,Cyprus2011,"27,427,161,523",34249,3,0.0018352726277239624
Cyprus,2011,2,2,0,64690,0.0,Cyprus2011,"27,427,161,523",34249,5,0.0014704278988103075
Cyprus,2011,2,3,0,73838,0.0,Cyprus2011,"27,427,161,523",34249,5,0.0016792628118438525
Cyprus,2011,2,1,0,44757,0.0,Cyprus2011,"27,427,161,523",34249,6,0.0010153878549211898
Cyprus,2011,1,3,0,68773,0.0,Cyprus2011,"27,427,161,523",34249,5,0.001563636572828231
Cyprus,2011,1,1,0,47189,0.0,Cyprus2011,"27,427,161,523",34249,6,0.0010709067124307634
Cyprus,2012,1,3,9,70596,12.75,Cyprus2012,"25,041,372,222",30752,5,0.001605252887482817
Cyprus,2012,1,4,14,110616,12.66,Cyprus2012,"25,041,372,222",30752,4,0.00251884856081059
Cyprus,2012,1,2,6,66014,9.09,Cyprus2012,"25,041,372,222",30752,5,0.0015006528031452893
Cyprus,2012,1,5,5,79804,6.27,Cyprus2012,"25,041,372,222",30752,3,0.0018154575091720256
Cyprus,2012,2,3,1,75365,1.33,Cyprus2012,"25,041,372,222",30752,5,0.001714121897130497
Cyprus,2012,2,4,1,125423,0.8,Cyprus2012,"25,041,372,222",30752,4,0.0028568698285508284
Cyprus,2012,2,2,0,63355,0.0,Cyprus2012,"25,041,372,222",30752,5,0.0014399518812217875
Cyprus,2012,2,1,0,44613,0.0,Cyprus2012,"25,041,372,222",30752,6,0.0010121005541475965
Cyprus,2012,2,5,0,83946,0.0,Cyprus2012,"25,041,372,222",30752,3,0.0019100130633680186
Cyprus,2012,2,6,0,27031,0.0,Cyprus2012,"25,041,372,222",30752,2,0.0006107302610829062
Cyprus,2012,1,1,0,47222,0.0,Cyprus2012,"25,041,372,222",30752,6,0.0010716600521913787
Cyprus,2012,1,6,0,20320,0.0,Cyprus2012,"25,041,372,222",30752,2,0.0004575283479469072
Cyprus,2013,1,6,3,21349,14.05,Cyprus2013,"24,084,572,491",29624,2,0.0004810188513915418
Cyprus,2013,1,2,8,62893,12.72,Cyprus2013,"24,084,572,491",29624,5,0.001429405124573176
Cyprus,2013,1,5,10,81903,12.21,Cyprus2013,"24,084,572,491",29624,3,0.0018633744836426653
Cyprus,2013,1,3,8,70521,11.34,Cyprus2013,"24,084,572,491",29624,5,0.0016035407516632372
Cyprus,2013,1,4,11,110593,9.95,Cyprus2013,"24,084,572,491",29624,4,0.0025183235058259187
Cyprus,2013,2,4,4,125846,3.18,Cyprus2013,"24,084,572,491",29624,4,0.002866526274573258
Cyprus,2013,2,5,1,86452,1.16,Cyprus2013,"24,084,572,491",29624,3,0.0019672212282195777
Cyprus,2013,2,2,0,59969,0.0,Cyprus2013,"24,084,572,491",29624,5,0.0013626546560871588
Cyprus,2013,2,3,0,73849,0.0,Cyprus2013,"24,084,572,491",29624,5,0.001679513925097391
Cyprus,2013,2,1,0,44407,0.0,Cyprus2013,"24,084,572,491",29624,6,0.0010073978877631507
Cyprus,2013,2,6,0,28320,0.0,Cyprus2013,"24,084,572,491",29624,2,0.0006401561687020842
Cyprus,2013,1,1,0,46914,0.0,Cyprus2013,"24,084,572,491",29624,6,0.0010646288810923043
Cyprus,2014,1,4,13,107823,12.06,Cyprus2014,"23,359,294,149",29024,4,0.0024550886228894386
Cyprus,2014,1,3,8,68555,11.67,Cyprus2014,"23,359,294,149",29024,5,0.0015586599647126524
Cyprus,2014,1,5,7,82766,8.46,Cyprus2014,"23,359,294,149",29024,3,0.00188307545980663
Cyprus,2014,2,5,5,87152,5.74,Cyprus2014,"23,359,294,149",29024,3,0.001983201162535656
Cyprus,2014,2,3,4,72330,5.53,Cyprus2014,"23,359,294,149",29024,5,0.0016448374676315016
Cyprus,2014,2,2,3,59114,5.07,Cyprus2014,"23,359,294,149",29024,5,0.0013431363077439492
Cyprus,2014,1,6,1,22372,4.47,Cyprus2014,"23,359,294,149",29024,2,0.0005043723839706101
Cyprus,2014,1,2,2,60975,3.28,Cyprus2014,"23,359,294,149",29024,5,0.0013856201045471222
Cyprus,2014,2,4,1,122485,0.82,Cyprus2014,"23,359,294,149",29024,4,0.0027897997613784893
Cyprus,2014,2,1,0,44760,0.0,Cyprus2014,"23,359,294,149",29024,6,0.001015456340353973
Cyprus,2014,2,6,0,29382,0.0,Cyprus2014,"23,359,294,149",29024,2,0.000664400011907334
Cyprus,2014,1,1,0,47104,0.0,Cyprus2014,"23,359,294,149",29024,6,0.0010689662918352398
Cyprus,2015,1,5,9,83627,10.76,Cyprus2015,"19,676,167,240",24718,3,0.0019027307790154058
Cyprus,2015,1,3,7,67482,10.37,Cyprus2015,"19,676,167,240",24718,5,0.0015341650082538643
Cyprus,2015,1,4,10,106371,9.4,Cyprus2015,"19,676,167,240",24718,4,0.0024219416734223742
Cyprus,2015,1,2,5,58308,8.58,Cyprus2015,"19,676,167,240",24718,5,0.001324736554802865
Cyprus,2015,2,5,3,87902,3.41,Cyprus2015,"19,676,167,240",24718,3,0.0020003225207314537
Cyprus,2015,2,3,2,70765,2.83,Cyprus2015,"19,676,167,240",24718,5,0.0016091109001962701
Cyprus,2015,2,4,3,118975,2.52,Cyprus2015,"19,676,167,240",24718,4,0.0027096718050221556
Cyprus,2015,2,2,1,58123,1.72,Cyprus2015,"19,676,167,240",24718,5,0.0013205132864479016
Cyprus,2015,2,1,0,44693,0.0,Cyprus2015,"19,676,167,240",24718,6,0.0010139268323551482
Cyprus,2015,2,6,0,29924,0.0,Cyprus2015,"19,676,167,240",24718,2,0.0006767730467634971
Cyprus,2015,1,1,0,46906,0.0,Cyprus2015,"19,676,167,240",24718,6,0.001064446253271549
Cyprus,2015,1,6,0,22961,0.0,Cyprus2015,"19,676,167,240",24718,2,0.0005178183572737099
Cyprus,2016,1,4,15,106925,14.03,Cyprus2016,"20,153,871,681",25098,4,0.0024345886500096703
Cyprus,2016,1,2,5,58051,8.61,Cyprus2016,"20,153,871,681",25098,5,0.0013188696360611051
Cyprus,2016,1,6,2,24004,8.33,Cyprus2016,"20,153,871,681",25098,2,0.0005416284594046662
Cyprus,2016,1,5,7,85486,8.19,Cyprus2016,"20,153,871,681",25098,3,0.0019451689188633903
Cyprus,2016,1,3,2,68167,2.93,Cyprus2016,"20,153,871,681",25098,5,0.0015498025154060263
Cyprus,2016,2,4,3,117819,2.55,Cyprus2016,"20,153,871,681",25098,4,0.0026832820849230325
Cyprus,2016,2,3,1,71307,1.4,Cyprus2016,"20,153,871,681",25098,5,0.0016214839350524334
Cyprus,2016,2,5,1,90294,1.11,Cyprus2016,"20,153,871,681",25098,3,0.0020549282391372514
Cyprus,2016,2,2,0,58057,0.0,Cyprus2016,"20,153,871,681",25098,5,0.0013190066069266714
Cyprus,2016,2,6,0,31234,0.0,Cyprus2016,"20,153,871,681",25098,2,0.0007066783524121574
Czech Republic,1990,1,6,198,179200,110.49,Czech Republic1990,"40,477,403,220",4168,1,0.004084516868144723
Czech Republic,1990,1,5,385,800800,48.08,Czech Republic1990,"40,477,403,220",4168,1,0.018274698540821976
Czech Republic,1990,1,4,571,1421800,40.16,Czech Republic1990,"40,477,403,220",4168,2,0.03245118312694259
Czech Republic,1990,2,6,129,364700,35.37,Czech Republic1990,"40,477,403,220",4168,1,0.008319199461905388
Czech Republic,1990,1,3,176,713900,24.65,Czech Republic1990,"40,477,403,220",4168,3,0.016290903837868864
Czech Republic,1990,2,5,196,1017200,19.27,Czech Republic1990,"40,477,403,220",4168,1,0.023214781092249514
Czech Republic,1990,1,2,99,783000,12.64,Czech Republic1990,"40,477,403,220",4168,4,0.017868351639641705
Czech Republic,1990,2,4,150,1426600,10.51,Czech Republic1990,"40,477,403,220",4168,2,0.0325607598193957
Czech Republic,1990,2,3,53,684200,7.75,Czech Republic1990,"40,477,403,220",4168,3,0.01561289805331527
Czech Republic,1990,2,2,34,747900,4.55,Czech Republic1990,"40,477,403,220",4168,4,0.01706707207607837
Czech Republic,1990,1,1,5,804100,0.62,Czech Republic1990,"40,477,403,220",4168,4,0.018350032516883486
Czech Republic,1990,2,1,1,767500,0.13,Czech Republic1990,"40,477,403,220",4168,4,0.01751451023692855
Czech Republic,1991,1,6,168,171200,98.13,Czech Republic1991,"29,675,502,270",3070,1,0.0039018890473895454
Czech Republic,1991,1,5,365,805100,45.34,Czech Republic1991,"29,675,502,270",3070,2,0.018372860994477883
Czech Republic,1991,1,4,554,1432400,38.68,Czech Republic1991,"29,675,502,270",3070,3,0.0326931649894432
Czech Republic,1991,2,6,104,352900,29.47,Czech Republic1991,"29,675,502,270",3070,1,0.008049823426291503
Czech Republic,1991,1,3,176,693100,25.39,Czech Republic1991,"29,675,502,270",3070,3,0.015816071503905405
Czech Republic,1991,2,5,171,1024900,16.68,Czech Republic1991,"29,675,502,270",3070,2,0.023390560369726372
Czech Republic,1991,1,2,116,802000,14.46,Czech Republic1991,"29,675,502,270",3070,4,0.01830209271393525
Czech Republic,1991,2,4,157,1443700,10.87,Czech Republic1991,"29,675,502,270",3070,3,0.03295112678625989
Czech Republic,1991,2,3,45,668900,6.73,Czech Republic1991,"29,675,502,270",3070,3,0.015263622346120994
Czech Republic,1991,2,2,33,766400,4.31,Czech Republic1991,"29,675,502,270",3070,4,0.017489398911574715
Czech Republic,1991,1,1,14,771400,1.81,Czech Republic1991,"29,675,502,270",3070,5,0.0176035412995467
Czech Republic,1991,2,1,1,735500,0.14,Czech Republic1991,"29,675,502,270",3070,5,0.016783998953907843
Czech Republic,1992,1,6,165,161400,102.23,Czech Republic1992,"34,590,052,812",3573,1,0.0036781699669644536
Czech Republic,1992,1,5,394,811100,48.58,Czech Republic1992,"34,590,052,812",3573,2,0.018509831860044266
Czech Republic,1992,1,4,623,1454300,42.84,Czech Republic1992,"34,590,052,812",3573,3,0.033193108648760496
Czech Republic,1992,2,6,104,337800,30.79,Czech Republic1992,"34,590,052,812",3573,1,0.007705113414616107
Czech Republic,1992,1,3,172,685500,25.09,Czech Republic1992,"34,590,052,812",3573,3,0.015642575074187988
Czech Republic,1992,2,5,164,1035800,15.83,Czech Republic1992,"34,590,052,812",3573,2,0.0236393907755053
Czech Republic,1992,1,2,122,825400,14.78,Czech Republic1992,"34,590,052,812",3573,4,0.018836279089644144
Czech Republic,1992,2,4,164,1465300,11.19,Czech Republic1992,"34,590,052,812",3573,3,0.033444221902298864
Czech Republic,1992,2,3,52,660200,7.88,Czech Republic1992,"34,590,052,812",3573,3,0.015065014591049739
Czech Republic,1992,2,2,22,789000,2.79,Czech Republic1992,"34,590,052,812",3573,4,0.018005322505208088
Czech Republic,1992,1,1,9,745800,1.21,Czech Republic1992,"34,590,052,812",3573,5,0.017019132273130132
Czech Republic,1992,2,1,0,710300,0.0,Czech Republic1992,"34,590,052,812",3573,5,0.016208721318529035
Czech Republic,1993,1,6,155,152300,101.77,Czech Republic1993,"40,614,350,197",4186,1,0.0034704308208554397
Czech Republic,1993,1,5,355,819300,43.33,Czech Republic1993,"40,614,350,197",4186,2,0.018697025376318323
Czech Republic,1993,1,4,592,1472000,40.22,Czech Republic1993,"40,614,350,197",4186,3,0.03359717270218132
Czech Republic,1993,2,6,110,322400,34.12,Czech Republic1993,"40,614,350,197",4186,1,0.007353554859662391
Czech Republic,1993,1,3,159,682100,23.31,Czech Republic1993,"40,614,350,197",4186,3,0.015564958250367036
Czech Republic,1993,1,2,139,847600,16.4,Czech Republic1993,"40,614,350,197",4186,4,0.01934307129223976
Czech Republic,1993,2,5,155,1049400,14.77,Czech Republic1993,"40,614,350,197",4186,2,0.0239498580707891
Czech Republic,1993,2,4,159,1482300,10.73,Czech Republic1993,"40,614,350,197",4186,3,0.033832306021403614
Czech Republic,1993,2,3,46,655900,7.01,Czech Republic1993,"40,614,350,197",4186,3,0.014966852137393832
Czech Republic,1993,2,2,35,810500,4.32,Czech Republic1993,"40,614,350,197",4186,4,0.018496134773487626
Czech Republic,1993,1,1,12,722000,1.66,Czech Republic1993,"40,614,350,197",4186,5,0.016475814506383482
Czech Republic,1993,2,1,0,687600,0.0,Czech Republic1993,"40,614,350,197",4186,5,0.01569051487713622
Czech Republic,1994,1,6,150,148000,101.35,Czech Republic1994,"47,554,674,591",4891,1,0.003372268367199532
Czech Republic,1994,1,5,333,825100,40.36,Czech Republic1994,"47,554,674,591",4891,2,0.018829430546365825
Czech Republic,1994,1,4,522,1482500,35.21,Czech Republic1994,"47,554,674,591",4891,3,0.0338368717169225
Czech Republic,1994,2,6,104,314000,33.12,Czech Republic1994,"47,554,674,591",4891,1,0.007161795647869455
Czech Republic,1994,1,3,177,686000,25.8,Czech Republic1994,"47,554,674,591",4891,3,0.015653989312985186
Czech Republic,1994,1,2,148,865700,17.1,Czech Republic1994,"47,554,674,591",4891,4,0.01975626673669835
Czech Republic,1994,2,5,176,1057000,16.65,Czech Republic1994,"47,554,674,591",4891,2,0.024123354500506518
Czech Republic,1994,2,4,177,1491800,11.86,Czech Republic1994,"47,554,674,591",4891,3,0.03404917655855039
Czech Republic,1994,2,3,41,658900,6.22,Czech Republic1994,"47,554,674,591",4891,3,0.015035337570177023
Czech Republic,1994,2,2,31,828100,3.74,Czech Republic1994,"47,554,674,591",4891,4,0.018897915979149017
Czech Republic,1994,1,1,11,699800,1.57,Czech Republic1994,"47,554,674,591",4891,5,0.015969022303787866
Czech Republic,1994,2,1,2,666800,0.3,Czech Republic1994,"47,554,674,591",4891,5,0.01521568254317276
Czech Republic,1995,1,6,132,150800,87.53,Czech Republic1995,"59,775,697,061",6134,1,0.003436188104463844
Czech Republic,1995,1,4,524,1486300,35.26,Czech Republic1995,"59,775,697,061",6134,3,0.0339236199317812
Czech Republic,1995,1,5,280,828300,33.8,Czech Republic1995,"59,775,697,061",6134,2,0.018902481674667897
Czech Republic,1995,2,6,97,317400,30.56,Czech Republic1995,"59,775,697,061",6134,1,0.007239412471690405
Czech Republic,1995,1,3,180,695700,25.87,Czech Republic1995,"59,775,697,061",6134,4,0.015875425545650836
Czech Republic,1995,1,2,161,874900,18.4,Czech Republic1995,"59,775,697,061",6134,4,0.0199662887305668
Czech Republic,1995,2,5,150,1056900,14.19,Czech Republic1995,"59,775,697,061",6134,2,0.02412107165274708
Czech Republic,1995,2,4,138,1494200,9.24,Czech Republic1995,"59,775,697,061",6134,3,0.03410396490477694
Czech Republic,1995,2,2,35,837000,4.18,Czech Republic1995,"59,775,697,061",6134,4,0.019101089429739152
Czech Republic,1995,2,3,25,668100,3.74,Czech Republic1995,"59,775,697,061",6134,4,0.015245359564045477
Czech Republic,1995,1,1,7,683100,1.02,Czech Republic1995,"59,775,697,061",6134,5,0.015587786727961433
Czech Republic,1995,2,1,4,651600,0.61,Czech Republic1995,"59,775,697,061",6134,5,0.014868689683737925
Czech Republic,1996,1,6,140,157200,89.06,Czech Republic1996,"66,985,765,439",6861,1,0.0035822903610679855
Czech Republic,1996,1,4,488,1487000,32.82,Czech Republic1996,"66,985,765,439",6861,3,0.033939599866097285
Czech Republic,1996,1,5,266,831800,31.98,Czech Republic1996,"66,985,765,439",6861,2,0.018982381346248287
Czech Republic,1996,2,6,77,327500,23.51,Czech Republic1996,"66,985,765,439",6861,1,0.007469980095393816
Czech Republic,1996,1,3,162,708200,22.87,Czech Republic1996,"66,985,765,439",6861,4,0.016160781515580803
Czech Republic,1996,1,2,142,873600,16.25,Czech Republic1996,"66,985,765,439",6861,4,0.019936611709694085
Czech Republic,1996,2,5,117,1054200,11.1,Czech Republic1996,"66,985,765,439",6861,2,0.024059434763242207
Czech Republic,1996,2,4,117,1493000,7.84,Czech Republic1996,"66,985,765,439",6861,3,0.03407657073166367
Czech Republic,1996,2,3,26,679400,3.83,Czech Republic1996,"66,985,765,439",6861,4,0.015503321360862164
Czech Republic,1996,2,2,24,835700,2.87,Czech Republic1996,"66,985,765,439",6861,4,0.019071412408866433
Czech Republic,1996,1,1,8,673700,1.19,Czech Republic1996,"66,985,765,439",6861,5,0.015373199038574101
Czech Republic,1996,2,1,1,642600,0.16,Czech Republic1996,"66,985,765,439",6861,5,0.01466323338538835
Czech Republic,1997,1,6,122,165300,73.81,Czech Republic1997,"61,792,161,168",6314,1,0.0037672010295826024
Czech Republic,1997,1,5,333,836100,39.83,Czech Republic1997,"61,792,161,168",6314,2,0.019080543799904193
Czech Republic,1997,1,4,550,1487400,36.98,Czech Republic1997,"61,792,161,168",6314,3,0.03394873125713504
Czech Republic,1997,1,3,165,724200,22.78,Czech Republic1997,"61,792,161,168",6314,4,0.016526037157091156
Czech Republic,1997,2,6,61,340800,17.9,Czech Republic1997,"61,792,161,168",6314,1,0.007773598847399298
Czech Republic,1997,1,2,136,865600,15.71,Czech Republic1997,"61,792,161,168",6314,4,0.019753983888938908
Czech Republic,1997,2,5,106,1051400,10.08,Czech Republic1997,"61,792,161,168",6314,2,0.023995515025977895
Czech Republic,1997,2,4,134,1492200,8.98,Czech Republic1997,"61,792,161,168",6314,3,0.03405830794958815
Czech Republic,1997,2,3,32,693900,4.61,Czech Republic1997,"61,792,161,168",6314,4,0.01583433428598092
Czech Republic,1997,2,2,21,828400,2.54,Czech Republic1997,"61,792,161,168",6314,4,0.018904764522427335
Czech Republic,1997,1,1,5,666600,0.75,Czech Republic1997,"61,792,161,168",6314,5,0.015211116847653881
Czech Republic,1997,2,1,1,634800,0.16,Czech Republic1997,"61,792,161,168",6314,5,0.014485171260152052
Czech Republic,1998,1,6,127,173500,73.2,Czech Republic1998,"66,490,372,105",6779,1,0.0039543945458566584
Czech Republic,1998,1,4,554,1487500,37.24,Czech Republic1998,"66,490,372,105",6779,3,0.033951014104894484
Czech Republic,1998,1,5,277,845700,32.75,Czech Republic1998,"66,490,372,105",6779,2,0.019299697184810404
Czech Republic,1998,1,3,179,742300,24.11,Czech Republic1998,"66,490,372,105",6779,4,0.016939232601549743
Czech Republic,1998,2,6,65,354800,18.32,Czech Republic1998,"66,490,372,105",6779,1,0.008093197533720857
Czech Republic,1998,1,2,126,849600,14.83,Czech Republic1998,"66,490,372,105",6779,4,0.019388728247428554
Czech Republic,1998,2,5,116,1053700,11.01,Czech Republic1998,"66,490,372,105",6779,2,0.024048020524445008
Czech Republic,1998,2,4,110,1490700,7.38,Czech Republic1998,"66,490,372,105",6779,3,0.03402406523319655
Czech Republic,1998,2,2,31,813700,3.81,Czech Republic1998,"66,490,372,105",6779,4,0.018569185901789697
Czech Republic,1998,2,3,20,710600,2.81,Czech Republic1998,"66,490,372,105",6779,4,0.016215569861807354
Czech Republic,1998,1,1,5,659000,0.76,Czech Republic1998,"66,490,372,105",6779,5,0.015037620417936463
Czech Republic,1998,2,1,3,627200,0.48,Czech Republic1998,"66,490,372,105",6779,5,0.014311674830434634
Czech Republic,1999,1,6,154,181079,85.05,Czech Republic1999,"64,867,483,193",6606,1,0.004127411577544595
Czech Republic,1999,1,5,302,860656,35.09,Czech Republic1999,"64,867,483,193",6606,2,0.019641119895712208
Czech Republic,1999,1,4,509,1488504,34.2,Czech Republic1999,"64,867,483,193",6606,3,0.03397393389639926
Czech Republic,1999,1,3,173,761534,22.72,Czech Republic1999,"64,867,483,193",6606,4,0.017378315539600377
Czech Republic,1999,2,6,68,368195,18.47,Czech Republic1999,"64,867,483,193",6606,1,0.008398984991097806
Czech Republic,1999,1,2,144,824827,17.46,Czech Republic1999,"64,867,483,193",6606,4,0.018823198371982555
Czech Republic,1999,2,5,94,1061220,8.86,Czech Republic1999,"64,867,483,193",6606,2,0.024219690675954874
Czech Republic,1999,2,4,107,1488619,7.19,Czech Republic1999,"64,867,483,193",6606,3,0.03397655917132261
Czech Republic,1999,2,3,32,728994,4.39,Czech Republic1999,"64,867,483,193",6606,4,0.016635476878678696
Czech Republic,1999,2,2,24,790478,3.04,Czech Republic1999,"64,867,483,193",6606,4,0.018039062995092607
Czech Republic,1999,1,1,3,648214,0.46,Czech Republic1999,"64,867,483,193",6606,5,0.014791392458603295
Czech Republic,1999,2,1,0,616895,0.0,Czech Republic1999,"64,867,483,193",6606,5,0.014076427368824371
Czech Republic,2000,1,6,137,187872,72.92,Czech Republic2000,"61,649,492,817",6278,1,0.0042824854258433345
Czech Republic,2000,1,4,546,1490793,36.62,Czech Republic2000,"61,649,492,817",6278,3,0.03402618828161283
Czech Republic,2000,1,5,294,875298,33.59,Czech Republic2000,"61,649,492,817",6278,2,0.01997537446464937
Czech Republic,2000,1,3,174,783436,22.21,Czech Republic2000,"61,649,492,817",6278,4,0.017878304855872863
Czech Republic,2000,1,2,139,797534,17.43,Czech Republic2000,"61,649,492,817",6278,4,0.018200140732998672
Czech Republic,2000,2,6,63,380114,16.57,Czech Republic2000,"61,649,492,817",6278,1,0.008671077615545426
Czech Republic,2000,2,5,113,1069748,10.56,Czech Republic2000,"61,649,492,817",6278,2,0.024414371932879892
Czech Republic,2000,2,4,120,1487345,8.07,Czech Republic2000,"61,649,492,817",6278,3,0.03394747569086735
Czech Republic,2000,2,3,26,751117,3.46,Czech Republic2000,"61,649,492,817",6278,4,0.017140511288499544
Czech Republic,2000,2,2,25,763848,3.27,Czech Republic2000,"61,649,492,817",6278,4,0.017431140636753814
Czech Republic,2000,1,1,8,631794,1.27,Czech Republic2000,"61,649,492,817",6278,5,0.014416548856503295
Czech Republic,2000,2,1,4,600843,0.67,Czech Republic2000,"61,649,492,817",6278,5,0.01370998464647911
Czech Republic,2001,1,6,142,191730,74.06,Czech Republic2001,"67,523,642,262",6863,2,0.004370557692402518
Czech Republic,2001,1,4,558,1489505,37.46,Czech Republic2001,"67,523,642,262",6863,3,0.03399678520247125
Czech Republic,2001,1,5,285,897842,31.74,Czech Republic2001,"67,523,642,262",6863,2,0.02049001966353746
Czech Republic,2001,1,3,172,809431,21.25,Czech Republic2001,"67,523,642,262",6863,4,0.018471731130939216
Czech Republic,2001,1,2,133,779015,17.07,Czech Republic2001,"67,523,642,262",6863,5,0.017777380156428033
Czech Republic,2001,2,6,57,387754,14.7,Czech Republic2001,"67,523,642,262",6863,2,0.00884548718436662
Czech Republic,2001,2,4,129,1476998,8.73,Czech Republic2001,"67,523,642,262",6863,3,0.033711269433198125
Czech Republic,2001,2,5,92,1084169,8.49,Czech Republic2001,"67,523,642,262",6863,2,0.024743581408268694
Czech Republic,2001,2,3,30,772655,3.88,Czech Republic2001,"67,523,642,262",6863,4,0.01763219103892767
Czech Republic,2001,2,2,19,745082,2.55,Czech Republic2001,"67,523,642,262",6863,5,0.017002741426217355
Czech Republic,2001,1,1,4,617745,0.65,Czech Republic2001,"67,523,642,262",6863,5,0.014095831574779609
Czech Republic,2001,2,1,2,586157,0.34,Czech Republic2001,"67,523,642,262",6863,5,0.013374725624527793
Czech Republic,2002,1,6,140,196619,71.2,Czech Republic2002,"81,910,771,994",8399,2,0.004482166119361526
Czech Republic,2002,1,4,518,1458286,35.52,Czech Republic2002,"81,910,771,994",8399,3,0.03328410296045176
Czech Republic,2002,1,5,282,921139,30.61,Czech Republic2002,"81,910,771,994",8399,2,0.02102185470605413
Czech Republic,2002,1,3,180,818936,21.98,Czech Republic2002,"81,910,771,994",8399,4,0.01868871581047396
Czech Republic,2002,2,6,67,395065,16.96,Czech Republic2002,"81,910,771,994",8399,2,0.009012386184059258
Czech Republic,2002,1,2,91,746413,12.19,Czech Republic2002,"81,910,771,994",8399,5,0.0170331261298955
Czech Republic,2002,2,5,86,1105366,7.78,Czech Republic2002,"81,910,771,994",8399,2,0.02522747664783713
Czech Republic,2002,2,4,108,1451319,7.44,Czech Republic2002,"81,910,771,994",8399,3,0.0331250569570516
Czech Republic,2002,2,3,30,788166,3.81,Czech Republic2002,"81,910,771,994",8399,4,0.017986283554894362
Czech Republic,2002,2,2,26,714488,3.64,Czech Republic2002,"81,910,771,994",8399,5,0.01630432698269437
Czech Republic,2002,1,1,5,592734,0.84,Czech Republic2002,"81,910,771,994",8399,5,0.013524868521666143
Czech Republic,2002,2,1,1,563932,0.18,Czech Republic2002,"81,910,771,994",8399,5,0.012867362709992317
Czech Republic,2003,1,6,158,202317,78.1,Czech Republic2003,"99,627,140,274",10220,2,0.0046122427846944005
Czech Republic,2003,1,4,572,1441293,39.69,Czech Republic2003,"99,627,140,274",10220,3,0.03289617864069017
Czech Republic,2003,1,5,307,949402,32.34,Czech Republic2003,"99,627,140,274",10220,2,0.021667055968304576
Czech Republic,2003,1,3,206,842279,24.46,Czech Republic2003,"99,627,140,274",10220,4,0.019221600962959974
Czech Republic,2003,2,6,74,403426,18.34,Czech Republic2003,"99,627,140,274",10220,2,0.009203255085226012
Czech Republic,2003,1,2,116,726604,15.96,Czech Republic2003,"99,627,140,274",10220,5,0.016580916817228085
Czech Republic,2003,2,4,127,1431458,8.87,Czech Republic2003,"99,627,140,274",10220,3,0.032671660563549275
Czech Republic,2003,2,5,99,1129314,8.77,Czech Republic2003,"99,627,140,274",10220,2,0.025774173029267752
Czech Republic,2003,2,3,29,810207,3.58,Czech Republic2003,"99,627,140,274",10220,4,0.018489446029552468
Czech Republic,2003,2,2,22,694102,3.17,Czech Republic2003,"99,627,140,274",10220,5,0.01583894563845499
Czech Republic,2003,1,1,6,573339,1.05,Czech Republic2003,"99,627,140,274",10220,5,0.01308211019872281
Czech Republic,2003,2,1,3,544809,0.55,Czech Republic2003,"99,627,140,274",10220,5,0.012430813732954661
Czech Republic,2004,1,6,121,208455,58.05,Czech Republic2004,"119,162,172,468",12226,2,0.004752363980168811
Czech Republic,2004,1,4,540,1429901,37.76,Czech Republic2004,"119,162,172,468",12226,3,0.0326361166239348
Czech Republic,2004,1,5,317,973192,32.57,Czech Republic2004,"119,162,172,468",12226,2,0.022210145450275283
Czech Republic,2004,1,3,193,862649,22.37,Czech Republic2004,"119,162,172,468",12226,4,0.01968661705155784
Czech Republic,2004,1,2,110,707587,15.55,Czech Republic2004,"119,162,172,468",12226,5,0.016146787658815435
Czech Republic,2004,2,6,62,411827,15.05,Czech Republic2004,"119,162,172,468",12226,2,0.009395037125496542
Czech Republic,2004,2,5,95,1150600,8.26,Czech Republic2004,"119,162,172,468",12226,2,0.02626010000334209
